location_id,time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),dew_point_2m_max (°C),dew_point_2m_min (°C),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),vapour_pressure_deficit_max (kPa),sunshine_duration (s)
0,2023-05-08,10.4,14.3,6.2,3,6.9,2.5,4.7,68,78,57,0.69,45991.29
0,2023-05-09,11.4,15.6,7.1,3,6.6,4.2,5.3,67,82,52,0.85,42571.48
0,2023-05-10,12.6,17.1,6.7,3,8.1,4.9,6.2,67,89,48,1.00,45318.97
0,2023-05-11,12.8,16.8,9.1,61,10.2,4.1,7.2,70,92,44,1.05,10474.62
0,2023-05-12,9.9,10.6,9.2,53,9.6,7.9,9.0,94,98,87,0.16,0.00
0,2023-05-13,10.7,12.6,9.0,53,9.2,8.2,8.7,88,98,78,0.31,3811.29
0,2023-05-14,10.2,10.9,9.4,63,10.4,8.7,9.7,96,99,94,0.08,0.00
0,2023-05-15,13.3,17.2,9.0,51,10.4,7.6,9.3,79,98,53,0.93,48022.89
0,2023-05-16,11.8,13.8,9.4,63,11.2,7.6,9.7,87,94,80,0.30,1416.92
0,2023-05-17,10.3,12.1,9.0,61,10.7,4.4,6.7,79,91,67,0.43,7487.31
0,2023-05-18,10.2,11.4,8.7,51,6.8,3.7,5.5,73,75,70,0.39,441.91
0,2023-05-19,12.8,17.1,8.7,3,11.2,5.4,8.9,78,89,64,0.71,31676.62
0,2023-05-20,16.1,22.1,10.9,51,14.6,9.8,12.4,80,95,59,1.06,48138.01
0,2023-05-21,18.0,22.9,12.6,1,15.9,10.9,12.8,73,91,50,1.38,51392.37
0,2023-05-22,18.6,23.9,12.9,51,15.9,10.7,13.1,72,87,46,1.60,51367.80
0,2023-05-23,19.8,24.4,15.2,63,15.0,11.5,13.3,67,84,48,1.59,41686.09
0,2023-05-24,16.5,19.6,13.5,3,13.1,10.3,11.5,73,86,56,1.00,40738.71
0,2023-05-25,16.2,21.0,11.8,3,11.8,9.4,10.8,71,86,53,1.16,51299.80
0,2023-05-26,17.3,21.5,12.9,3,11.6,9.7,10.6,66,83,50,1.29,51279.04
0,2023-05-27,16.4,20.6,12.9,1,10.3,5.6,7.0,55,70,38,1.51,52039.56
0,2023-05-28,16.8,21.7,11.7,0,11.2,4.2,8.0,57,71,47,1.37,52022.52
0,2023-05-29,18.3,22.8,13.2,2,9.9,6.9,8.5,54,73,40,1.65,51614.52
0,2023-05-30,18.3,22.4,14.4,3,9.1,6.4,7.6,51,62,38,1.66,52918.98
0,2023-05-31,18.4,23.0,13.6,3,12.3,5.1,8.4,53,69,41,1.64,51189.91
0,2023-06-01,20.0,25.5,13.8,1,12.6,6.4,9.2,51,69,37,2.02,52842.62
0,2023-06-02,20.9,25.9,15.4,51,12.6,9.1,10.9,55,76,35,2.16,52346.86
0,2023-06-03,17.0,20.6,12.6,2,7.9,3.0,5.6,48,69,33,1.59,52377.34
0,2023-06-04,16.8,20.2,12.9,51,13.4,8.4,11.5,71,87,60,0.94,30076.94
0,2023-06-05,16.1,20.9,13.4,63,15.4,12.8,14.2,89,98,69,0.76,21018.39
0,2023-06-06,17.4,21.8,14.8,65,15.4,14.0,14.7,85,99,66,0.88,31070.60
0,2023-06-07,17.1,19.9,14.4,61,17.0,13.6,15.1,89,95,75,0.57,23209.07
0,2023-06-08,17.3,21.6,13.9,63,16.7,13.0,15.0,87,97,69,0.79,30449.58
0,2023-06-09,17.6,22.0,13.0,51,15.6,12.0,14.5,82,96,64,0.96,49037.48
0,2023-06-10,18.1,21.4,14.4,51,16.1,13.2,14.9,83,93,66,0.86,44362.42
0,2023-06-11,17.8,21.3,15.4,61,15.5,13.8,14.5,82,92,64,0.90,46352.18
0,2023-06-12,17.0,20.2,14.1,51,13.7,6.8,11.4,71,90,55,1.06,50379.38
0,2023-06-13,15.6,19.6,10.9,2,10.8,6.1,7.7,60,75,43,1.27,53744.91
0,2023-06-14,15.4,18.9,11.1,51,13.1,6.6,9.6,69,89,54,1.01,48929.08
0,2023-06-15,16.9,21.4,11.2,3,11.6,9.5,10.2,67,92,47,1.34,54129.11
0,2023-06-16,18.7,22.9,14.6,2,11.2,8.2,9.3,55,69,40,1.67,52911.75
0,2023-06-17,18.5,22.9,14.4,51,12.6,8.2,10.3,60,79,43,1.61,54109.46
0,2023-06-18,20.0,25.4,13.2,1,16.2,10.4,12.3,63,86,40,1.94,54106.01
0,2023-06-19,22.2,27.6,15.1,51,15.2,11.2,13.5,60,83,41,2.17,53295.02
0,2023-06-20,24.4,30.1,18.4,3,18.5,14.4,16.5,63,81,46,2.30,52289.82
0,2023-06-21,25.8,31.5,18.6,3,21.0,15.6,17.9,65,94,38,2.86,45432.73
0,2023-06-22,25.5,29.9,19.9,3,22.0,17.6,20.0,73,97,53,2.00,44301.82
0,2023-06-23,24.0,29.4,19.8,53,21.6,12.3,16.7,65,96,43,2.33,39092.39
0,2023-06-24,19.4,21.6,16.8,3,13.0,10.9,12.0,63,71,57,1.12,45520.87
0,2023-06-25,21.2,25.4,17.0,3,13.6,10.3,12.0,57,70,40,1.88,54516.18
0,2023-06-26,22.4,27.8,16.5,51,14.8,10.8,12.4,55,71,36,2.38,54523.47
0,2023-06-27,20.9,24.2,18.5,53,15.8,5.4,12.4,59,78,40,1.81,25224.97
0,2023-06-28,18.5,22.2,14.4,53,14.4,5.2,8.7,55,90,35,1.73,40557.21
0,2023-06-29,20.3,26.1,13.8,3,12.3,7.8,9.4,52,75,32,2.27,54959.08
0,2023-06-30,22.3,27.9,16.2,53,16.6,11.5,13.5,59,87,43,2.10,54166.76
0,2023-07-01,21.0,23.7,18.0,53,16.6,11.5,15.0,69,88,56,1.27,35413.26
0,2023-07-02,22.2,26.7,18.6,51,13.8,10.3,12.3,54,68,39,2.14,43760.82
0,2023-07-03,21.0,24.5,16.6,3,14.9,11.5,12.9,61,81,45,1.68,30843.36
0,2023-07-04,21.5,26.0,17.4,51,16.3,11.4,14.6,67,91,41,1.99,46492.30
0,2023-07-05,21.2,27.0,16.4,61,18.6,14.1,15.7,73,94,47,1.88,45061.21
0,2023-07-06,21.2,24.2,17.9,51,16.5,8.8,11.9,57,87,37,1.89,33862.12
0,2023-07-07,21.8,27.0,16.5,3,12.6,4.9,9.2,48,78,24,2.69,53117.20
0,2023-07-08,22.8,28.7,15.1,3,13.8,6.7,9.7,45,66,30,2.68,53545.02
0,2023-07-09,25.3,31.1,18.9,1,14.9,8.1,12.5,48,73,24,3.44,53177.38
0,2023-07-10,28.1,35.5,22.6,53,17.0,9.0,14.1,46,69,20,4.60,47604.89
0,2023-07-11,26.4,31.7,21.2,3,18.5,13.6,15.5,53,72,36,2.95,52450.82
0,2023-07-12,27.0,34.5,21.5,53,19.5,11.9,17.6,60,88,25,4.08,45518.48
0,2023-07-13,22.6,26.6,19.3,63,18.5,12.1,16.0,68,90,46,1.88,21372.94
0,2023-07-14,22.5,26.9,15.9,3,16.1,11.1,13.0,57,95,39,2.15,45876.51
0,2023-07-15,24.8,30.0,19.1,0,19.1,14.4,17.1,63,76,49,2.15,52607.73
0,2023-07-16,26.1,31.4,19.4,1,21.0,16.6,17.7,62,86,41,2.69,51865.79
0,2023-07-17,25.4,29.1,20.9,3,20.6,17.4,18.2,66,86,50,2.01,51519.67
0,2023-07-18,25.0,29.8,19.8,63,19.4,12.6,16.2,60,88,42,2.29,40889.60
0,2023-07-19,25.1,30.5,20.2,3,19.5,12.0,16.8,63,91,33,2.89,43886.78
0,2023-07-20,22.0,26.6,17.5,53,16.1,10.9,13.8,61,80,42,2.03,47740.05
0,2023-07-21,20.9,23.8,17.0,61,19.0,14.8,16.4,76,92,57,1.27,25519.02
0,2023-07-22,20.0,24.6,15.7,63,16.8,10.9,14.0,71,98,43,1.75,35247.52
0,2023-07-23,22.4,27.2,17.0,51,18.4,13.0,15.2,66,87,42,2.06,51065.41
0,2023-07-24,25.3,29.8,20.6,51,18.8,15.6,17.4,63,86,46,2.24,43294.58
0,2023-07-25,20.3,22.4,17.8,63,17.5,12.8,16.2,78,88,55,1.23,18000.00
0,2023-07-26,17.0,19.6,14.7,55,15.0,6.7,11.1,69,89,53,1.08,32254.29
0,2023-07-27,18.0,22.3,13.4,3,10.9,7.2,8.9,56,68,44,1.51,48866.48
0,2023-07-28,21.4,27.1,15.4,63,18.6,10.1,14.4,66,83,48,1.89,38978.93
0,2023-07-29,21.9,26.5,16.6,51,19.5,15.4,17.2,76,94,57,1.48,46391.52
0,2023-07-30,20.8,25.1,18.3,53,17.8,13.4,16.6,77,92,59,1.28,29220.64
0,2023-07-31,21.2,26.0,16.0,51,16.5,10.9,13.5,63,86,39,2.00,50400.00
0,2023-08-01,19.3,24.8,16.1,65,17.5,14.7,16.1,82,92,62,1.19,19935.71
0,2023-08-02,20.1,24.5,14.1,51,15.8,12.9,14.5,72,95,52,1.45,50400.00
0,2023-08-03,20.1,22.8,17.6,51,16.9,13.0,15.3,74,89,55,1.21,18164.96
0,2023-08-04,17.7,19.6,15.8,63,16.1,13.9,15.1,85,94,76,0.54,15128.28
0,2023-08-05,17.5,19.5,15.7,63,16.7,13.3,14.4,82,92,70,0.69,2646.22
0,2023-08-06,17.4,19.3,14.9,53,13.1,8.4,11.5,69,80,58,0.94,7752.59
0,2023-08-07,14.7,17.4,11.6,53,11.4,6.8,8.7,68,87,51,0.96,18732.86
0,2023-08-08,16.3,21.5,11.1,51,10.9,7.0,9.0,64,87,41,1.51,43280.48
0,2023-08-09,16.0,20.6,13.4,55,14.9,10.8,13.2,84,96,69,0.75,13591.22
0,2023-08-10,15.8,19.8,11.6,61,13.6,10.1,12.4,80,96,65,0.75,49886.86
0,2023-08-11,17.9,25.0,10.4,3,16.9,8.7,11.0,67,90,41,1.85,50400.00
0,2023-08-12,20.9,25.9,15.1,1,15.9,10.4,13.3,63,77,49,1.64,50400.00
0,2023-08-13,22.7,27.5,17.9,2,19.0,12.9,16.3,68,79,56,1.61,50400.00
0,2023-08-14,22.9,27.9,18.8,3,16.5,13.9,15.1,63,79,43,2.13,50400.00
0,2023-08-15,23.6,28.8,16.4,1,17.6,13.4,15.8,63,84,47,2.08,50400.00
0,2023-08-16,22.1,26.8,18.4,63,19.6,16.2,18.1,79,96,61,1.36,50367.71
0,2023-08-17,21.3,25.6,17.1,51,18.5,15.6,17.2,79,98,54,1.51,50262.67
0,2023-08-18,21.9,26.6,16.9,51,19.0,16.2,17.5,78,96,55,1.58,49408.41
0,2023-08-19,22.8,28.2,17.9,51,19.9,16.6,18.4,78,94,54,1.76,49578.52
0,2023-08-20,24.7,29.9,19.0,0,21.6,17.2,18.5,71,98,49,2.15,49869.21
0,2023-08-21,25.7,31.8,19.0,3,22.6,15.7,17.9,64,81,41,2.75,49681.75
0,2023-08-22,26.9,32.5,20.4,3,19.6,16.2,18.2,61,83,38,3.05,47562.94
0,2023-08-23,26.0,29.5,21.8,53,21.0,17.5,19.4,68,90,55,1.85,35588.77
0,2023-08-24,24.7,29.1,19.9,51,19.5,17.9,18.7,71,90,52,1.89,48204.31
0,2023-08-25,26.3,31.2,21.6,3,21.1,18.9,20.1,70,85,50,2.27,43646.82
0,2023-08-26,25.7,31.6,21.1,3,21.6,16.2,19.5,71,95,48,2.34,47449.00
0,2023-08-27,23.7,29.1,17.8,3,19.6,14.8,16.9,67,88,52,1.95,44350.55
0,2023-08-28,21.2,24.8,18.1,63,17.5,13.2,15.1,69,89,57,1.35,38621.78
0,2023-08-29,17.4,19.5,15.5,61,17.0,9.9,13.3,78,91,58,0.95,29198.32
0,2023-08-30,17.0,20.7,14.8,51,11.6,9.9,10.8,68,79,51,1.20,31351.70
0,2023-08-31,17.6,22.6,14.6,53,13.5,8.8,11.6,69,86,42,1.59,41842.92
0,2023-09-01,18.7,24.0,14.6,53,15.9,11.4,14.4,77,93,58,1.25,31968.57
0,2023-09-02,20.7,26.0,15.1,51,18.2,13.6,15.5,74,94,49,1.71,44704.14
0,2023-09-03,19.3,22.4,16.2,51,16.0,12.1,14.7,75,94,56,1.19,33743.31
0,2023-09-04,18.0,21.6,15.2,3,12.9,8.1,10.7,64,82,42,1.50,43745.71
0,2023-09-05,18.0,23.2,12.9,3,11.7,8.5,10.2,61,79,45,1.58,44469.03
0,2023-09-06,18.8,24.9,12.1,0,14.4,10.3,11.8,66,91,45,1.73,44163.27
0,2023-09-07,19.9,25.8,13.9,0,15.2,11.5,12.4,64,87,41,1.96,44200.61
0,2023-09-08,19.7,26.0,13.4,0,13.1,10.6,11.8,63,85,40,2.00,43896.38
0,2023-09-09,20.4,27.5,13.8,0,14.8,11.5,12.7,65,90,38,2.27,43934.36
0,2023-09-10,22.2,28.5,16.5,0,14.1,11.4,12.6,57,77,36,2.47,43631.38
0,2023-09-11,23.0,28.7,17.4,3,15.6,13.4,14.1,59,78,39,2.39,43669.93
0,2023-09-12,22.9,29.0,16.3,3,16.5,13.6,15.1,63,84,42,2.34,40127.80
0,2023-09-13,21.8,28.3,16.4,63,18.2,15.1,16.8,75,94,49,1.98,35865.84
0,2023-09-14,19.5,22.2,17.3,53,16.8,14.3,15.4,77,87,65,0.93,21296.16
0,2023-09-15,18.4,23.3,14.1,3,14.1,11.9,13.0,72,92,49,1.45,43200.00
0,2023-09-16,19.0,24.5,14.1,1,13.9,12.3,13.1,71,92,47,1.63,43191.80
0,2023-09-17,19.9,25.7,15.1,1,16.0,13.2,14.8,74,90,52,1.57,43070.13
0,2023-09-18,20.7,26.0,15.9,3,17.5,14.8,16.3,78,94,55,1.47,41109.12
0,2023-09-19,19.6,24.2,16.5,61,18.5,12.1,15.3,78,97,47,1.60,32024.67
0,2023-09-20,19.6,24.8,13.6,51,16.0,12.9,14.6,75,96,51,1.52,42701.10
0,2023-09-21,20.7,26.3,16.4,3,16.6,13.8,15.2,73,95,46,1.85,37145.32
0,2023-09-22,21.2,26.2,17.8,3,16.2,13.6,14.9,69,83,48,1.74,35083.34
0,2023-09-23,15.7,18.5,13.4,63,15.4,9.1,12.0,79,90,62,0.79,4528.57
0,2023-09-24,13.8,14.9,12.3,63,10.5,6.0,8.6,72,86,55,0.76,181.19
0,2023-09-25,15.8,19.4,12.9,51,14.9,8.6,11.2,74,90,66,0.76,21198.36
0,2023-09-26,18.3,24.6,12.9,3,17.1,11.2,14.5,80,96,57,1.34,40806.89
0,2023-09-27,18.9,26.0,14.1,3,16.8,9.6,13.6,75,97,36,2.15,40644.59
0,2023-09-28,18.5,25.1,13.2,0,12.9,9.5,11.3,66,90,37,1.98,40932.88
0,2023-09-29,18.8,25.1,12.9,0,11.1,8.1,9.6,58,76,34,2.10,40654.50
0,2023-09-30,19.1,24.8,14.1,3,13.6,6.1,10.6,60,76,30,2.15,31956.51
0,2023-10-01,16.4,22.2,11.4,3,12.6,8.2,10.2,69,93,44,1.50,39753.93
0,2023-10-02,18.1,25.0,11.5,3,14.7,11.1,12.8,74,98,45,1.74,39814.93
0,2023-10-03,18.7,24.0,14.0,3,15.7,12.6,14.2,76,92,56,1.32,39600.00
0,2023-10-04,16.5,21.1,10.5,63,14.9,6.1,8.8,62,85,42,1.28,32712.85
0,2023-10-05,15.0,21.4,8.5,3,10.9,7.8,9.2,71,96,47,1.34,36702.48
0,2023-10-06,15.3,20.1,10.1,3,10.6,7.4,8.6,65,83,46,1.28,39356.17
0,2023-10-07,17.8,25.4,10.3,3,11.1,2.7,7.8,57,94,31,2.24,39272.20
0,2023-10-08,17.1,22.4,11.8,51,11.6,4.0,7.2,55,78,33,1.68,12290.35
0,2023-10-09,14.4,19.5,9.6,61,12.2,4.7,8.8,71,86,51,1.06,37221.79
0,2023-10-10,16.9,20.5,14.4,51,14.5,9.6,12.4,75,92,59,1.00,23004.60
0,2023-10-11,18.1,23.0,14.1,3,14.6,11.9,13.3,75,90,53,1.32,38931.87
0,2023-10-12,18.1,25.8,12.2,3,16.2,11.3,13.9,78,96,51,1.63,38845.77
0,2023-10-13,19.2,25.9,13.3,3,14.9,9.0,12.3,67,91,36,2.14,38126.72
0,2023-10-14,18.2,24.5,12.2,53,14.2,9.8,12.4,72,96,40,1.84,38672.50
0,2023-10-15,11.2,16.6,7.7,61,13.4,2.7,7.2,77,89,63,0.43,0.00
0,2023-10-16,8.0,12.9,2.8,3,2.9,-0.2,1.7,67,89,41,0.85,35946.28
0,2023-10-17,7.6,12.1,2.3,3,3.9,0.4,2.0,70,91,48,0.72,29068.25
0,2023-10-18,8.2,12.6,3.9,3,5.2,2.4,3.8,75,90,55,0.66,28438.73
0,2023-10-19,13.5,20.1,7.3,51,14.0,5.4,9.7,79,90,58,0.92,35350.45
0,2023-10-20,19.3,22.9,15.9,61,14.9,12.6,14.0,72,89,57,1.21,6484.95
0,2023-10-21,18.4,22.1,15.7,51,15.6,10.6,13.3,73,91,53,1.23,25300.92
0,2023-10-22,14.7,18.8,10.1,61,15.3,9.6,11.9,85,97,57,0.90,22309.26
0,2023-10-23,12.8,17.6,9.1,51,12.7,8.5,10.5,87,98,65,0.70,35106.79
0,2023-10-24,12.8,16.6,7.7,61,13.3,7.0,10.7,88,96,76,0.42,8394.79
0,2023-10-25,13.5,17.0,10.4,63,13.1,10.2,11.4,88,100,66,0.66,13326.78
0,2023-10-26,13.0,16.8,8.9,53,12.6,7.3,10.3,84,94,63,0.70,20054.60
0,2023-10-27,12.4,14.8,8.3,63,13.8,5.5,10.1,86,97,69,0.51,2448.13
0,2023-10-28,11.7,16.1,7.8,51,10.2,5.6,8.4,81,93,58,0.77,30689.37
0,2023-10-29,13.6,18.5,9.6,3,10.1,6.7,8.6,73,91,55,0.96,27997.14
0,2023-10-30,16.7,20.2,14.0,3,14.1,10.1,11.8,73,79,64,0.86,28581.13
0,2023-10-31,12.8,16.0,9.6,63,12.4,5.8,9.5,81,94,70,0.54,1150.47
0,2023-11-01,11.1,15.2,7.1,3,8.9,5.4,7.4,79,93,57,0.73,33293.85
0,2023-11-02,12.8,16.1,8.9,55,10.1,7.2,8.7,77,90,62,0.70,28800.00
0,2023-11-03,10.2,14.8,7.4,65,12.0,5.6,8.0,87,95,67,0.54,1489.04
0,2023-11-04,8.1,11.2,3.5,3,6.7,3.0,5.1,83,96,62,0.51,32702.66
0,2023-11-05,10.3,14.2,7.7,63,8.4,5.5,7.4,82,95,63,0.59,21600.00
0,2023-11-06,9.0,14.8,5.1,1,9.6,3.3,6.1,83,96,64,0.59,32422.79
0,2023-11-07,8.6,13.2,3.8,3,8.1,2.3,5.7,83,93,66,0.51,32400.00
0,2023-11-08,8.5,12.8,5.3,51,5.2,0.2,3.0,70,90,46,0.80,32513.40
0,2023-11-09,7.7,11.6,3.5,3,5.6,0.2,3.1,73,83,65,0.47,32400.00
0,2023-11-10,8.8,10.4,7.3,61,8.6,3.3,6.4,86,96,72,0.31,3600.00
0,2023-11-11,7.6,10.3,4.7,53,4.9,-0.6,2.9,73,84,56,0.55,1145.66
0,2023-11-12,5.3,10.3,1.5,3,2.9,-1.7,0.6,73,91,48,0.65,32400.00
0,2023-11-13,6.2,9.1,2.3,53,5.2,0.3,3.3,82,93,71,0.33,0.00
0,2023-11-14,10.5,13.2,8.9,55,10.0,4.1,7.2,80,94,69,0.43,14817.77
0,2023-11-15,9.9,13.4,6.3,51,7.9,2.7,4.9,73,95,52,0.73,32189.00
0,2023-11-16,9.1,12.3,3.2,3,6.4,2.0,3.9,70,91,53,0.67,30866.30
0,2023-11-17,6.9,9.1,4.5,53,6.8,-1.8,3.0,77,91,62,0.38,9883.70
0,2023-11-18,4.3,6.9,0.9,3,-1.2,-2.3,-1.8,65,82,53,0.47,31923.48
0,2023-11-19,4.0,7.8,0.8,51,4.9,-2.0,1.5,84,94,71,0.22,6598.90
0,2023-11-20,8.1,14.4,4.1,53,9.4,1.9,4.9,82,96,56,0.72,30967.64
0,2023-11-21,7.5,10.6,5.7,51,7.1,2.2,4.5,81,90,63,0.42,11647.70
0,2023-11-22,4.0,6.1,0.4,3,4.4,-2.5,0.8,80,90,68,0.27,25803.18
0,2023-11-23,2.1,7.5,-2.1,3,2.3,-3.4,-0.2,85,97,68,0.33,25200.00
0,2023-11-24,4.4,10.4,0.0,63,5.2,-1.5,1.1,80,97,56,0.56,7092.60
0,2023-11-25,0.9,2.5,-1.9,73,-1.8,-5.1,-3.6,73,92,57,0.31,25935.53
0,2023-11-26,1.1,3.2,-2.0,73,-2.2,-6.4,-4.6,66,76,53,0.35,29229.44
0,2023-11-27,2.6,5.8,-0.8,71,-1.5,-5.9,-3.5,64,80,51,0.41,11408.89
0,2023-11-28,3.4,5.4,1.2,51,3.5,-1.6,1.1,85,95,73,0.21,660.89
0,2023-11-29,-0.0,3.5,-3.2,3,-2.9,-5.8,-3.6,77,89,51,0.38,27190.79
0,2023-11-30,0.5,3.0,-0.9,51,0.2,-4.4,-1.8,85,94,75,0.14,0.00
0,2023-12-01,0.9,1.4,0.1,61,0.6,-0.7,0.1,95,97,92,0.05,0.00
0,2023-12-02,0.2,1.1,-0.7,73,0.2,-5.8,-2.1,85,95,68,0.18,0.00
0,2023-12-03,-2.2,0.6,-5.4,71,-5.4,-8.9,-7.2,69,87,56,0.28,29419.90
0,2023-12-04,-1.9,2.0,-4.3,3,-5.2,-8.4,-6.8,70,83,46,0.39,21416.88
0,2023-12-05,-1.4,2.4,-3.1,71,-2.5,-5.3,-3.9,84,92,63,0.27,17148.99
0,2023-12-06,-0.5,1.6,-1.7,73,0.1,-2.2,-1.3,94,100,86,0.09,0.00
0,2023-12-07,1.6,3.8,-3.5,3,-0.4,-5.7,-2.0,77,85,69,0.25,25344.72
0,2023-12-08,-1.7,1.3,-6.4,3,-0.4,-8.2,-3.5,88,97,80,0.13,18059.76
0,2023-12-09,-0.3,0.6,-1.1,73,-0.8,-1.5,-1.1,95,98,89,0.07,2113.75
0,2023-12-10,1.5,6.5,-1.6,71,3.9,-2.0,-0.1,89,98,73,0.26,10601.25
0,2023-12-11,3.9,8.6,1.7,51,4.4,-0.8,0.9,81,90,67,0.37,16507.16
0,2023-12-12,4.5,9.6,-0.9,3,5.3,-1.4,1.9,84,99,65,0.36,12496.46
0,2023-12-13,4.6,8.1,3.3,53,6.3,1.3,3.4,93,99,82,0.15,0.00
0,2023-12-14,6.1,8.9,4.0,53,4.2,2.0,3.2,82,96,73,0.31,15261.43
0,2023-12-15,3.8,5.8,1.4,71,3.0,-0.8,1.4,84,93,78,0.20,6702.97
0,2023-12-16,3.0,6.6,-1.8,3,3.1,-2.3,0.7,85,96,76,0.24,19554.09
0,2023-12-17,2.7,9.3,-1.4,3,4.2,-2.4,-0.3,81,93,64,0.42,28650.73
0,2023-12-18,4.4,10.4,0.8,3,6.2,-1.9,1.0,79,95,55,0.48,28668.77
0,2023-12-19,2.9,8.7,-1.1,3,5.2,-2.0,0.4,84,99,62,0.33,28689.41
0,2023-12-20,1.1,4.8,-2.4,3,2.2,-2.8,-0.7,88,98,77,0.20,849.11
0,2023-12-21,3.9,6.4,-0.2,63,1.4,-2.2,-0.0,76,87,62,0.37,3554.48
0,2023-12-22,5.0,6.8,2.0,73,3.7,-2.6,-0.2,70,94,55,0.43,8203.10
0,2023-12-23,4.9,8.8,2.0,75,3.2,1.5,1.9,82,99,61,0.45,0.00
0,2023-12-24,7.7,10.2,3.5,53,5.7,0.6,2.9,73,91,53,0.57,0.00
0,2023-12-25,9.2,14.1,6.4,3,10.6,2.6,6.2,82,97,69,0.49,1629.39
0,2023-12-26,7.6,11.8,5.1,3,5.6,1.5,3.4,75,87,65,0.47,7671.00
0,2023-12-27,6.0,9.8,3.8,3,5.7,2.2,3.6,85,97,69,0.37,27449.02
0,2023-12-28,3.6,7.5,-0.3,3,4.2,-1.2,1.6,88,95,73,0.28,28800.00
0,2023-12-29,5.6,12.5,0.8,3,8.4,-4.0,0.0,68,82,54,0.55,27292.34
0,2023-12-30,6.2,13.2,1.9,3,7.3,-0.8,2.5,77,91,64,0.55,25200.00
0,2023-12-31,4.7,9.5,0.1,3,4.8,-1.1,1.8,82,92,67,0.39,27792.51
0,2024-01-01,5.2,9.1,2.5,63,5.4,0.8,3.2,87,93,60,0.46,21600.00
0,2024-01-02,3.7,5.9,0.9,51,0.9,-1.9,-0.1,76,86,64,0.33,4414.44
0,2024-01-03,6.4,11.6,3.7,51,4.5,-0.3,1.7,73,89,62,0.52,28800.00
0,2024-01-04,5.3,11.8,0.9,3,4.0,-0.8,1.1,75,90,55,0.63,28800.00
0,2024-01-05,4.8,7.3,1.5,3,4.1,-2.5,-0.0,71,89,62,0.39,12399.35
0,2024-01-06,4.8,6.5,3.7,61,4.7,2.4,3.7,93,97,88,0.11,0.00
0,2024-01-07,0.4,3.5,-2.5,71,2.2,-7.9,-2.7,80,93,66,0.17,0.00
0,2024-01-08,-4.0,-2.7,-6.1,71,-7.6,-14.1,-10.1,63,69,50,0.22,0.00
0,2024-01-09,-5.1,-2.0,-7.1,3,-12.6,-17.0,-13.8,51,60,31,0.37,0.00
0,2024-01-10,-3.6,2.2,-7.4,1,-7.2,-12.6,-9.8,64,82,41,0.42,28800.00
0,2024-01-11,-2.9,1.6,-6.4,3,-7.2,-9.4,-8.4,67,82,45,0.38,28800.00
0,2024-01-12,-0.6,1.3,-3.5,3,-4.4,-8.7,-5.5,70,87,50,0.32,6670.27
0,2024-01-13,-3.3,2.2,-6.3,2,-3.4,-7.6,-5.7,84,93,62,0.27,29001.44
0,2024-01-14,-1.7,6.7,-4.9,3,-4.2,-8.7,-5.8,77,92,33,0.66,28800.00
0,2024-01-15,-0.4,4.9,-5.6,3,-3.1,-8.4,-5.8,70,91,38,0.54,21600.00
0,2024-01-16,-0.1,4.3,-4.4,3,-2.6,-9.1,-7.1,61,90,37,0.53,28376.50
0,2024-01-17,0.6,5.2,-3.0,73,1.4,-5.2,-2.5,81,95,57,0.38,11814.40
0,2024-01-18,5.2,9.4,2.7,61,7.6,1.0,3.3,88,94,69,0.31,7505.41
0,2024-01-19,-0.3,2.2,-2.5,73,0.3,-8.4,-5.5,69,88,50,0.33,5771.78
0,2024-01-20,-1.9,4.3,-5.7,0,-7.3,-11.9,-9.2,59,79,34,0.55,30080.02
0,2024-01-21,-1.6,5.8,-5.8,3,-8.6,-18.0,-12.7,45,64,18,0.75,30000.32
0,2024-01-22,-0.2,4.7,-2.8,3,-5.1,-10.8,-8.1,56,71,33,0.57,26042.07
0,2024-01-23,2.5,9.1,-1.8,55,1.1,-5.8,-1.9,74,89,48,0.60,30148.50
0,2024-01-24,5.6,11.2,-1.3,51,5.4,-3.3,0.4,70,86,53,0.57,16990.95
0,2024-01-25,8.0,10.1,4.4,3,1.6,-1.5,0.1,58,67,50,0.61,30835.00
0,2024-01-26,3.4,7.1,-0.4,61,4.3,-2.2,1.0,84,92,69,0.26,7774.77
0,2024-01-27,5.6,7.8,3.8,51,5.1,-4.2,-1.7,60,83,43,0.61,31600.91
0,2024-01-28,2.9,7.1,-1.6,3,1.9,-4.6,-2.3,70,88,59,0.42,32046.17
0,2024-01-29,1.3,7.3,-1.8,0,-0.9,-4.1,-2.8,76,87,47,0.54,32488.03
0,2024-01-30,1.6,5.9,-0.7,1,-0.4,-2.4,-1.5,81,89,61,0.36,32539.25
0,2024-01-31,1.0,6.6,-2.9,3,1.5,-4.0,-2.2,80,92,53,0.46,26553.38
0,2024-02-01,2.8,8.7,-1.6,53,4.8,-3.0,0.7,86,93,73,0.29,3701.41
0,2024-02-02,5.5,10.1,2.9,51,3.2,-1.1,1.3,76,92,46,0.67,26067.19
0,2024-02-03,6.2,13.0,1.4,3,6.1,-1.6,2.1,76,91,56,0.66,33499.29
